id,titlu,categorie,status,functionalitate_iconta,posibil_duplicat_sens
GH-01321,Cine poate aplica sistemul TVA la încasare?,tva,candidat,,da
GH-01322,Cum intru în sistemul TVA la încasare în 2026?,tva,candidat,,da
GH-01323,Este obligatoriu sistemul TVA la încasare?,tva,candidat,,nu
GH-01324,Pot opta voluntar pentru TVA la încasare?,tva,candidat,,nu
GH-01325,De la ce dată se aplică TVA la încasare după opțiune?,tva,candidat,,nu
GH-01326,Cum verific dacă o firmă aplică TVA la încasare?,tva,candidat,,nu
GH-01327,Cum verific un furnizor în Registrul TVA la încasare?,tva,candidat,,nu
GH-01328,Când devine exigibilă TVA pentru o firmă care aplică TVA la încasare?,tva,candidat,,nu
GH-01329,Cum se tratează o încasare parțială în sistemul TVA la încasare?,tva,candidat,,nu
GH-01330,Cum calculez TVA exigibilă la o încasare parțială?,tva,candidat,,nu
GH-01331,Cum se tratează compensarea în sistemul TVA la încasare?,tva,candidat,,nu
GH-01332,Cum se tratează plata prin bancă în TVA la încasare?,tva,candidat,,nu
GH-01333,Cum se tratează plata în numerar în TVA la încasare?,tva,candidat,,nu
GH-01334,Cum se tratează plata cu cardul în sistemul TVA la încasare?,tva,candidat,,nu
GH-01335,Cum se tratează cesiunea de creanță în sistemul TVA la încasare?,tva,candidat,,nu
GH-01336,Cum se tratează un avans în sistemul,altele,candidat,,nu
GH-01337,D112 în 2026: termenul de depunere lunară și trimestrială,salarizare,candidat,,nu
GH-01338,Cine depune D112 lunar și cine trimestrial în 2026,salarizare,candidat,,nu
GH-01339,D112 pentru firmele cu un singur salariat: cum se depune,salarizare,candidat,,nu
GH-01340,Am depus D112 greșit: cum fac declarația rectificativă,salarizare,candidat,,nu
GH-01341,D112 rectificativă pentru salarii: procedura corectă,salarizare,candidat,,nu
GH-01342,Corectarea D112 după depunere: cât timp am la dispoziție,salarizare,candidat,,nu
GH-01343,Amenda pentru nedepunerea D112 la termen: cât este 2026,salarizare,candidat,,nu
GH-01344,D112 neplătit la timp: penalități și dobânzi,salarizare,candidat,,nu
GH-01345,Cum completez D112 pentru un salariat nou angajat,salarizare,candidat,,nu
GH-01346,D112 pentru angajări și plecări în cursul lunii,salarizare,candidat,,nu
GH-01347,Declararea salariaților cu normă întreagă vs part-time în D112,salarizare,candidat,,nu
GH-01348,Cum raportez în D112 salariatul cu concediu fără plată,salarizare,candidat,,nu
GH-01349,D112 pentru salariatul detașat în străinătate 2026,salarizare,candidat,,nu
GH-01350,D112 și salariații cu contract suspendat: cum procedez,salarizare,candidat,,nu
GH-01351,Cum raportez în D112 corectarea salariului după o eroare,salarizare,candidat,,nu
GH-01352,Salariul minim 2026: cât este și cum se aplică,salarizare,candidat,,nu
GH-01353,Salariul minim pe economie se aplică la firmele din construcții 2026,salarizare,candidat,,nu
GH-01354,Salariul minim pentru sectorul HoReCa: ce valoare are,salarizare,candidat,,nu
GH-01355,Salariul minim brut vs net în 2026: cum îl calculez,salarizare,candidat,,nu
GH-01356,Angajarea cu salariul minim: ce contribuții plătesc,salarizare,candidat,,nu
GH-01357,Salariul minim pentru un angajat cu studii superioare: obligatoriu,salarizare,candidat,,nu
GH-01358,Pot plăti sub salariul minim pentru normă parțială,salarizare,candidat,,nu
GH-01359,Cum se calculează salariul pentru 4 ore pe zi în 2026,salarizare,candidat,,nu
GH-01360,Salariul minim la PFA care se angajează: se aplică,pfa,candidat,,nu
GH-01361,"Contribuții salariale 2026: CAS, CASS și impozit pe venit",salarizare,candidat,,nu
GH-01362,Cotele de contribuții pentru salariați în 2026: cine plătește ce,salarizare,candidat,,nu
GH-01363,CAS 25% și CASS 10% în 2026: cum se rețin,altele,candidat,,nu
GH-01364,Impozitul pe venit din salarii 10% în 2026: cum se calculează,salarizare,candidat,,nu
GH-01365,Cum se calculează salariul net din brut în 2026,salarizare,candidat,,da
GH-01366,Calculator salariu net 2026: cum verific reținerile,salarizare,candidat,,nu
GH-01367,Contribuția de asigurări sociale datorată de angajator 2026,altele,candidat,,nu
GH-01368,Contribuția asiguratorie de muncă 2026: cota și baza,altele,candidat,,nu
GH-01369,Cum se calculează CAM-ul pentru un salariat,salarizare,candidat,,nu
GH-01370,Baza de calcul a contribuțiilor salariale: ce se include,salarizare,candidat,,nu
GH-01371,Deducerea personală 2026: cine beneficiază și cum se calculează,altele,candidat,,nu
GH-01372,Cum se aplică deducerea personală pentru salariații cu copii,salarizare,candidat,,nu
GH-01373,Deducerea personală pentru tineri sub 26 de ani 2026,altele,candidat,,nu
GH-01374,Cum se acordă deducerea personală pentru persoanele cu handicap,altele,candidat,,nu
GH-01375,Salariul brut vs net pentru un salariat cu deducere personală,salarizare,candidat,,nu
GH-01376,Cum se calculează contribuțiile pentru salariatul cu contract part-time,salarizare,candidat,,nu
GH-01377,Plafonul contribuțiilor salariale: există în 2026,salarizare,candidat,,nu
GH-01378,Cum se aplică plafonul de 12 salarii minime la contribuții,salarizare,candidat,,nu
GH-01379,Concediul de odihnă 2026: cum se calculează indemnizația,salarizare,candidat,,nu
GH-01380,Cum se acordă concediul de odihnă la angajare în cursul anului,salarizare,candidat,,nu
GH-01381,Numărul minim de zile de concediu de odihnă pe an,salarizare,candidat,,nu
GH-01382,Indemnizația de concediu: contribuții și impozit 2026,salarizare,candidat,,nu
GH-01383,Cum se plătește concediul de odihnă neefectuat la plecare,salarizare,candidat,,nu
GH-01384,Concediul medical 2026: cum se calculează indemnizația,salarizare,candidat,,nu
GH-01385,Concediul medical pentru primele zile: cine plătește,salarizare,candidat,,nu
GH-01386,Indemnizația de boală: cum se calculează baza de calcul,salarizare,candidat,,nu
GH-01387,Concediul medical și D112: cum se raportează,salarizare,candidat,,nu
GH-01388,Contribuții pentru perioada de concediu medical: se datorează,salarizare,candidat,,nu
GH-01389,Concediul de maternitate 2026: cum se calculează indemnizația,salarizare,candidat,,nu
GH-01390,Indemnizația de maternitate: cine o plătește și cum se declară,salarizare,candidat,,nu
GH-01391,Concediul pentru creșterea copilului: obligații pentru angajator,salarizare,candidat,,nu
GH-01392,Cum se calculează concediul de creștere copil 2026,salarizare,candidat,,nu
GH-01393,Indemnizația pentru creșterea copilului: plafon și contribuții,salarizare,candidat,,nu
GH-01394,Concediul paternal 2026: câte zile și cum se plătește,salarizare,candidat,,nu
GH-01395,Concediul paternal și D112: cum se declară,salarizare,candidat,,da
GH-01396,Concediul pentru îngrijirea copilului bolnav: cum se acordă,salarizare,candidat,,nu
GH-01397,Zilele libere pentru evenimente familiale: cum se plătesc,altele,candidat,,nu
GH-01398,Concediul de studii 2026: indemnizație și obligații,salarizare,candidat,,nu
GH-01399,Cum se tratează absențele nemotivate în salarizare,salarizare,candidat,,nu
GH-01400,Reținerile din salariu pentru absențe: cum se calculează,salarizare,candidat,,nu
GH-01401,Concediul fără plată 2026: efecte asupra stagiului de cotizare,salarizare,candidat,,nu
GH-01402,Continuarea contractului în timpul concediului fără plată,salarizare,candidat,,nu
GH-01403,Salariatul în șomaj tehnic 2026: cum se calculează indemnizația,salarizare,candidat,,nu
GH-01404,Șomajul tehnic: cine suportă indemnizația și contribuțiile,salarizare,candidat,,nu
GH-01405,Curtea de muncă și salarizarea: erori frecvente ale angajatorului,salarizare,candidat,,nu
GH-01406,Munca suplimentară 2026: cum se plătește și cum se impozitează,altele,candidat,,nu
GH-01407,Orele suplimentare: spor de 75% sau 100% în 2026,altele,candidat,,nu
GH-01408,Cum se acordă orele libere în locul orelor suplimentare,altele,candidat,,nu
GH-01409,Munca în zilele de repaus săptămânal: sporul aplicabil,altele,candidat,,nu
GH-01410,Munca în sărbători legale 2026: cum se plătește,altele,candidat,,nu
GH-01411,Sporul de noapte 2026: când se acordă și cât este,altele,candidat,,nu
GH-01412,Sporul pentru condiții grele de muncă: cum se calculează,altele,candidat,,nu
GH-01413,Sporul de vechime 2026: mai există obligatoriu,altele,candidat,,nu
GH-01414,Cum se calculează sporul pentru muncă în ture,altele,candidat,,nu
GH-01415,Primele și bonusurile salariale: cum se impozitează 2026,salarizare,candidat,,nu
GH-01416,Primele de performanță: contribuții și impozit,altele,candidat,,nu
GH-01417,Bonusul de sărbători acordat salariaților: tratament fiscal,salarizare,candidat,,nu
GH-01418,Primele de vacanță 2026: cum se impozitează,altele,candidat,,nu
GH-01419,Tichetele de masă 2026: valoare maximă și impozitare,altele,candidat,,nu
GH-01420,Cum se acordă tichetele de masă și ce contribuții au,altele,candidat,,nu
GH-01421,Tichetele de vacanță 2026: condiții și impozitare,altele,candidat,,nu
GH-01422,Tichetele cadou pentru salariați: plafon fiscal 2026,salarizare,candidat,,nu
GH-01423,Tichetele culturale 2026: tratament fiscal pentru angajator,altele,candidat,,nu
GH-01424,Cum se acordă voucherele de creșă și tratamentul lor fiscal,altele,candidat,,nu
GH-01425,Diurna pentru deplasări interne 2026: plafoane și impozitare,salarizare,candidat,,nu
GH-01426,Diurna externă 2026: suma neimpozabilă,salarizare,candidat,,nu
GH-01427,Cum se acordă diurna și cum se declară în D112,salarizare,candidat,,nu
GH-01428,Decontarea deplasărilor și salarizarea: procedura corectă,salarizare,candidat,,nu
GH-01429,Avansurile salariale: cum se înregistrează și se rețin,salarizare,candidat,,nu
GH-01430,Reținerile din salariu pentru credite bancare: limite 2026,salarizare,candidat,,nu
GH-01431,Poprirea pe salariu: cum se aplică și ce sume se rețin,salarizare,candidat,,nu
GH-01432,Cum se face reținerea pentru pensia facultativă a salariatului,salarizare,candidat,,nu
GH-01433,Ajutorul de înmormântare acordat angajatorului: impozitare,altele,candidat,,nu
GH-01434,Ajutorul pentru boli grave acordat salariatului: tratament fiscal,salarizare,candidat,,nu
GH-01435,Cadourile acordate salariaților de sărbători: plafon și impozit,salarizare,candidat,,nu
GH-01436,Ajutoarele sociale ale angajatorului: deductibile sau nu,altele,candidat,,nu
GH-01437,Cum se tratează fiscal împrumuturile acordate salariaților,salarizare,candidat,,nu
GH-01438,Impozitarea avantajelor în natură pentru salariați 2026,salarizare,candidat,,nu
GH-01439,Autoturismul de serviciu folosit în scop personal: avantaj impozabil,altele,candidat,,nu
GH-01440,Telefonul și laptopul de serviciu: avantaj impozabil pentru salariat,salarizare,candidat,,nu
GH-01441,Cum se impozitează locuința de serviciu acordată salariatului,salarizare,candidat,,nu
GH-01442,Regimul fiscal al salariaților care lucrează de acasă 2026,salarizare,candidat,,nu
GH-01443,Telemunca și decontarea cheltuielilor: tratament salarial,salarizare,candidat,,nu
GH-01444,Cum se acordă indemnizația de telemuncă salariatului,salarizare,candidat,,nu
GH-01445,Salariul pentru mobilitate și munca în străinătate,salarizare,candidat,,nu
GH-01446,Detașarea transnațională și D112: obligații 2026,salarizare,candidat,,nu
GH-01447,Cum se declară salariații detașați în D112 2026,salarizare,candidat,,nu
GH-01448,Salariații cu domiciliul în alt stat: contribuții și impozit,salarizare,candidat,,nu
GH-01449,Regimul fiscal al salariatului nerezident în România,salarizare,candidat,,nu
GH-01450,Convenția de evitare a dublei impuneri și salariile,salarizare,candidat,,nu
GH-01451,Cum se aplică acordul-cadru pentru salariații mobili,salarizare,candidat,,nu
GH-01452,Angajarea cetățenilor străini: contribuții și D112 2026,salarizare,candidat,,nu
GH-01453,Peștele și contribuțiile pentru personalul străin,altele,candidat,,nu
GH-01454,Cum se angajează sezonierii în agricultură 2026,altele,candidat,,nu
GH-01455,Regimul fiscal al zilierilor: contribuții și declarare,altele,candidat,,nu
GH-01456,Cum se declară veniturile zilnicilor în 2026,altele,candidat,,nu
GH-01457,Contractul de mandat: contribuții și impozit 2026,altele,candidat,,nu
GH-01458,Administratorul cu contract de mandat: cum se salarizează,salarizare,candidat,,nu
GH-01459,Cum se calculează contribuțiile pentru contractul de administrare,altele,candidat,,nu
GH-01460,Diferența dintre contract de muncă și contract de mandat fiscal,greseli,candidat,,nu
GH-01461,Contractul de colaborare cu PFA: obligații de declarare,pfa,candidat,,nu
GH-01462,Cum se reține impozitul pentru colaboratorii PFA în 2026,pfa,candidat,,nu
GH-01463,Veniturile din convenții civile: contribuții și impozit,altele,candidat,,nu
GH-01464,Cum se declară în D112 salariul administratorului,salarizare,candidat,,nu
GH-01465,Microîntreprinderea și salarizarea: obligații 2026,salarizare,candidat,,nu
GH-01466,Firma micro cu un singur salariat: condiții și D112,salarizare,candidat,,nu
GH-01467,Cum se calculează salarizarea pentru firma nou înființată,salarizare,candidat,,nu
GH-01468,Prima declarație D112 a unei firme noi: cum o depun,salarizare,candidat,,nu
GH-01469,Angajarea primului salariat: pași și obligații 2026,salarizare,candidat,,nu
GH-01470,Înregistrarea contractului individual de muncă în REVISAL,altele,candidat,,nu
GH-01471,Registrul general de evidență a salariaților 2026: obligații,salarizare,candidat,,nu
GH-01472,Cum se transmite contractul de muncă în REVISAL,altele,candidat,,nu
GH-01473,Modificarea contractului de muncă în REVISAL: termene 2026,control_fiscal,candidat,,nu
GH-01474,Cum se raportează încetarea contractului în REVISAL,altele,candidat,,nu
GH-01475,Registrul de pontaj 2026: cum se ține corect,salarizare,candidat,,nu
GH-01476,Cum se calculează salariul pentru prima lună de angajare,salarizare,candidat,,nu
GH-01477,Salarizarea la angajare la jumătatea lunii: cum calculez,salarizare,candidat,,nu
GH-01478,Ajustarea salariului după majorarea salariului minim,salarizare,candidat,,nu
GH-01479,Majorarea salariului minim 2026: ce contracte trebuie modificate,salarizare,candidat,,nu
GH-01480,Cum se actualizează contractele de muncă la noul salariu minim,salarizare,candidat,,nu
GH-01481,Concedierea și salarizarea finală: ce trebuie plătit,salarizare,candidat,,nu
GH-01482,Plata orelor lucrate până la data concedierii,altele,candidat,,nu
GH-01483,Compensația pentru preaviz: cum se calculează 2026,altele,candidat,,nu
GH-01484,Salariul compensatoriu la concediere: impozitare,salarizare,candidat,,nu
GH-01485,Indemnizația de concediere: contribuții și impozit,salarizare,candidat,,nu
GH-01486,D112 pentru salariații concediați în cursul lunii,salarizare,candidat,,nu
GH-01487,Cum se tratează salariul pentru perioada de preaviz,salarizare,candidat,,nu
GH-01488,Lichidarea salarială la plecarea voluntară a salariatului,salarizare,candidat,,nu
GH-01489,Impozitarea salariilor restante plătite ulterior,salarizare,candidat,,nu
GH-01490,Cum se plătesc salariile restante și cum se declară,salarizare,candidat,,nu
GH-01491,Contribuții pentru salariile din anii anteriori în 2026,salarizare,candidat,,nu
GH-01492,Salarizarea și controlul ANAF: ce verifică inspectorii,salarizare,candidat,,nu
GH-01493,Pregătirea documentației pentru controlul pe salarizare,salarizare,candidat,,nu
GH-01494,Notificare ANAF despre D112: cum răspund,salarizare,candidat,,nu
GH-01495,Cum evit diferențele la controlul contribuțiilor salariale,salarizare,candidat,,nu
GH-01496,Contestația împotriva deciziei de impunere pe salarii,salarizare,candidat,,nu
GH-01497,Puncte de vedere ANAF despre salarizare 2026,salarizare,candidat,,nu
GH-01498,Checklist pentru închiderea lunii de salarizare 2026,salarizare,candidat,,nu
GH-01499,Calendar salarizare 2026: termenele lunare,salarizare,candidat,,nu
GH-01500,Modificări legislative 2026 în salarizare: noutăți,salarizare,candidat,,nu
GH-01501,Ce s-a schimbat în Codul muncii la salarizare în 2026,salarizare,candidat,,nu
GH-01502,Cum verific corectitudinea D112 folosind statele de plată,salarizare,candidat,,nu
GH-01503,Erori frecvente la statul de plată și cum le evit,altele,candidat,,nu
GH-01504,"Confuzii frecvente între brut, net și contribuții salariale",salarizare,candidat,,nu
GH-01505,Cum calculez salariul pentru salariatul cu mai multe contracte,salarizare,candidat,,nu
GH-01506,Cum se cumulează veniturile din salarii pentru plafoane 2026,salarizare,candidat,,nu
GH-01507,Care este salariul minim brut în România în 2026?,salarizare,candidat,,nu
GH-01508,Cât este salariul minim net în 2026?,salarizare,candidat,,nu
GH-01509,De la ce dată se modifică salariul minim în 2026?,salarizare,candidat,,nu
GH-01510,Cum se calculează salariul net din salariul brut în 2026?,salarizare,candidat,,da
GH-01511,Cât costă firma un angajat cu salariul minim în 2026?,salarizare,candidat,,nu
GH-01512,Ce contribuții plătește angajatul din salariu în 2026?,salarizare,candidat,,nu
GH-01513,Ce contribuții plătește angajatorul pentru un salariat în 2026?,salarizare,candidat,,nu
GH-01514,Cum se calculează CAS pentru salarii în 2026?,salarizare,candidat,,nu
GH-01515,Cum se calculează CASS pentru salarii în 2026?,salarizare,candidat,,nu
GH-01516,Cum se calculează impozitul pe salariu în 2026?,salarizare,candidat,,nu
GH-01517,Cum se calculează contribuția asiguratorie pentru muncă în 2026?,altele,candidat,,nu
GH-01518,Care este cota CAS pentru salarii în 2026?,salarizare,candidat,,nu
GH-01519,Care este cota CASS pentru salarii în 2026?,salarizare,candidat,,nu
GH-01520,Care este cota CAM în 2026?,altele,candidat,,nu
GH-01521,Care este termenul de plată pentru taxele salariale în 2026?,salarizare,candidat,,nu
GH-01522,Care este termenul de depunere a D112 în 2026?,salarizare,candidat,,nu
GH-01523,Cine trebuie să depună declarația D112 în 2026?,salarizare,candidat,,nu
GH-01524,Cum se completează D112 pentru un salariat cu normă întreagă?,salarizare,candidat,,nu
GH-01525,Cum se completează D112 pentru un salariat part-time?,salarizare,candidat,,nu
GH-01526,Cum se completează D112 pentru un angajat nou?,salarizare,candidat,,nu
GH-01527,Cum se declară în D112 un salariat care pleacă în cursul lunii?,salarizare,candidat,,nu
GH-01528,Cum se declară în D112 un salariat cu contract suspendat?,salarizare,candidat,,nu
GH-01529,Cum se declară în D112 concediul medical?,salarizare,candidat,,nu
GH-01530,Cum se declară în D112 concediul fără plată?,salarizare,candidat,,nu
GH-01531,Cum se declară în D112 concediul de maternitate?,salarizare,candidat,,da
GH-01532,Cum se declară în D112 concediul pentru creșterea copilului?,salarizare,candidat,,nu
GH-01533,Cum se declară în D112 un salariat pensionar?,salarizare,candidat,,nu
GH-01534,Cum se declară în D112 un salariat cu handicap?,salarizare,candidat,,da
GH-01535,Cum se declară în D112 un salariat străin?,salarizare,candidat,,nu
GH-01536,Cum se declară în D112 un administrator cu contract de mandat?,salarizare,candidat,,nu
GH-01537,Cum se declară în D112 indemnizația administratorului?,salarizare,candidat,,nu
GH-01538,Cum se declară în D112 veniturile din contracte de mandat?,salarizare,candidat,,nu
GH-01539,Cum se depune D112 dacă firma nu mai are salariați?,salarizare,candidat,,nu
GH-01540,Trebuie depusă D112 pe zero dacă firma nu are salarii?,salarizare,candidat,,nu
GH-01541,Ce faci dacă ai uitat să depui D112 la termen?,salarizare,candidat,,nu
GH-01542,Ce penalități sunt pentru depunerea cu întârziere a D112?,salarizare,candidat,,nu
GH-01543,Cum se corectează o declarație D112 greșită?,salarizare,candidat,,nu
GH-01544,Cum se depune D112 rectificativă?,salarizare,candidat,,nu
GH-01545,Când trebuie depusă D112 rectificativă?,salarizare,candidat,,nu
GH-01546,Cum corectezi CNP-ul greșit al unui salariat în D112?,salarizare,candidat,,nu
GH-01547,Cum corectezi salariul brut declarat greșit în D112?,salarizare,candidat,,nu
GH-01548,Cum corectezi CAS declarat greșit în D112?,salarizare,candidat,,nu
GH-01549,Cum corectezi CASS declarat greșit în D112?,salarizare,candidat,,nu
GH-01550,Cum corectezi impozitul pe salariu declarat greșit în D112?,salarizare,candidat,,nu
GH-01551,Cum corectezi un concediu medical declarat greșit în D112?,salarizare,candidat,,nu
GH-01552,Cum corectezi numărul de zile lucrate în D112?,salarizare,candidat,,nu
GH-01553,Cum corectezi o D112 după plata contribuțiilor?,salarizare,candidat,,nu
GH-01554,Ce faci dacă D112 nu corespunde cu statul de salarii?,salarizare,candidat,,nu
GH-01555,De ce diferă CAS din D112 de CAS din contabilitate?,salarizare,candidat,,nu
GH-01556,De ce diferă CASS din D112 de CASS din balanță?,salarizare,candidat,,nu
GH-01557,De ce diferă impozitul pe salarii din D112 de balanța contabilă?,salarizare,candidat,,nu
GH-01558,Cum verifici D112 cu balanța contabilă?,salarizare,candidat,,nu
GH-01559,Cum verifici D112 cu statul de salarii?,salarizare,candidat,,nu
GH-01560,Ce conturi contabile trebuie să corespundă cu D112?,salarizare,candidat,,nu
GH-01561,Cum verifici contul 421 cu statul de salarii?,salarizare,candidat,,nu
GH-01562,Cum verifici contul 4315 cu D112?,salarizare,candidat,,nu
GH-01563,Cum verifici contul 4316 cu D112?,salarizare,candidat,,nu
GH-01564,Cum verifici contul 436 cu D112?,salarizare,candidat,,nu
GH-01565,Cum verifici contul 444 cu D112?,salarizare,candidat,,nu
GH-01566,Cum reconciliezi taxele salariale din balanță cu D112?,salarizare,candidat,,nu
GH-01567,De ce apare diferență între statul de salarii și contul 421?,salarizare,candidat,,nu
GH-01568,Cum verifici dacă taxele salariale au fost calculate corect?,salarizare,candidat,,nu
GH-01569,Cum verifici în SPV dacă D112 a fost procesată?,salarizare,candidat,,nu
GH-01570,Ce faci dacă D112 apare cu erori la validare?,salarizare,candidat,,nu
GH-01571,De ce nu se validează declarația D112?,salarizare,candidat,,nu
GH-01572,Cum repari erorile de validare din D112?,salarizare,candidat,,nu
GH-01573,Ce faci dacă recipisa D112 conține avertizări?,salarizare,candidat,,nu
GH-01574,D112 cu avertizări este considerată depusă?,salarizare,candidat,,nu
GH-01575,Cum verifici recipisa unei declarații D112?,salarizare,candidat,,nu
GH-01576,Ce faci dacă D112 a fost respinsă după termenul de depunere?,salarizare,candidat,,nu
GH-01577,Cum se generează XML-ul pentru D112?,salarizare,candidat,,nu
GH-01578,Cum se validează fișierul XML al D112?,salarizare,candidat,,nu
GH-01579,Cum se semnează electronic declarația D112?,salarizare,candidat,,nu
GH-01580,Poate contabilul depune D112 pentru client?,salarizare,candidat,,nu
GH-01581,Ce faci dacă ai depus D112 de două ori pentru aceeași lună?,salarizare,candidat,,nu
GH-01582,Cum verifici ultima D112 validă depusă la ANAF?,salarizare,candidat,,nu
GH-01583,Cum se declară diferențele salariale pentru luni anterioare în D112?,salarizare,candidat,,nu
GH-01584,Cum se declară salariile restante în D112?,salarizare,candidat,,nu
GH-01585,Când se datorează contribuțiile pentru salariile neachitate?,salarizare,candidat,,nu
GH-01586,Cum se înregistrează contabil salariile neachitate?,salarizare,candidat,,nu
GH-01587,Cum se calculează salariul pentru o lună incompletă?,salarizare,candidat,,nu
GH-01588,Cum se calculează salariul unui angajat venit în mijlocul lunii?,salarizare,candidat,,nu
GH-01589,Cum se calculează salariul unui angajat care pleacă în mijlocul lunii?,salarizare,candidat,,nu
GH-01590,Cum se calculează salariul pentru zilele efectiv lucrate?,salarizare,candidat,,nu
GH-01591,Cum se calculează salariul pentru program inegal?,salarizare,candidat,,nu
GH-01592,Cum se calculează salariul pentru program de 4 ore?,salarizare,candidat,,da
GH-01593,Cum se calculează salariul pentru program de 2 ore?,salarizare,candidat,,da
GH-01594,Cum se calculează salariul unui angajat cu două contracte de muncă?,salarizare,candidat,,nu
GH-01595,Ce contribuții se plătesc pentru un contract part-time în 2026?,altele,candidat,,nu
GH-01596,Când se plătesc contribuții la nivelul salariului minim pentru part-time?,salarizare,candidat,,nu
GH-01597,Cine este exceptat de la contribuțiile majorate pentru contractele part-time?,altele,candidat,,nu
GH-01598,Cum se declară excepțiile pentru part-time în D112?,salarizare,candidat,,nu
GH-01599,Cum dovedește angajatul că are mai multe contracte part-time?,altele,candidat,,nu
GH-01600,Ce declarație trebuie să dea salariatul cu mai multe contracte de muncă?,salarizare,candidat,,nu
GH-01601,Cum se calculează CAS la part-time sub salariul minim?,salarizare,candidat,,nu
GH-01602,Cum se calculează CASS la part-time sub salariul minim?,salarizare,candidat,,nu
GH-01603,Cine suportă diferența de contribuții la contractele part-time?,greseli,candidat,,nu
GH-01604,Cum se calculează salariul minim pentru un angajat part-time?,salarizare,candidat,,nu
GH-01605,Poate un SRL micro să aibă un singur angajat part-time?,micro,candidat,,nu
GH-01606,Contractul part-time îndeplinește condiția de salariat pentru microîntreprindere?,salarizare,candidat,,nu
GH-01607,Ce se întâmplă cu regimul micro dacă singurul salariat pleacă?,salarizare,candidat,,nu
GH-01608,Cât timp are un SRL micro să înlocuiască singurul salariat?,salarizare,candidat,,nu
GH-01609,Concediul fără plată al singurului salariat afectează regimul micro?,salarizare,candidat,,nu
GH-01610,Suspendarea contractului singurului salariat afectează regimul micro?,salarizare,candidat,,nu
GH-01611,Concediul pentru creșterea copilului al singurului salariat afectează regimul micro?,salarizare,candidat,,nu
GH-01612,Contractul de mandat al administratorului poate îndeplini condiția pentru micro?,infiintare,candidat,,nu
GH-01613,Ce indemnizație trebuie să aibă administratorul pentru condiția de microîntreprindere?,salarizare,candidat,,nu
GH-01614,Cum se calculează salariul minim pentru administratorul cu mandat?,salarizare,candidat,,nu
GH-01615,Ce taxe se plătesc pentru indemnizația administratorului?,salarizare,candidat,,nu
GH-01616,Administratorul fără contract de muncă se declară în D112?,salarizare,candidat,,nu
GH-01617,Asociatul poate fi și salariat în propriul SRL?,salarizare,candidat,,nu
GH-01618,Ce taxe plătește un asociat angajat în propriul SRL?,infiintare,candidat,,nu
GH-01619,Poate administratorul să aibă contract de muncă în propriul SRL?,infiintare,candidat,,nu
GH-01620,Cum se înregistrează contabil salariul administratorului?,salarizare,candidat,,nu
GH-01621,Cum se calculează concediul de odihnă în 2026?,salarizare,candidat,,nu
GH-01622,Cum se calculează indemnizația de concediu de odihnă?,salarizare,candidat,,nu
GH-01623,Ce venituri intră în media pentru concediul de odihnă?,salarizare,candidat,,nu
GH-01624,Cum se calculează concediul de odihnă pentru un angajat nou?,salarizare,candidat,,nu
GH-01625,Câte zile de concediu de odihnă are un angajat în 2026?,salarizare,candidat,,nu
GH-01626,Cum se calculează zilele de concediu pentru o fracțiune de an?,salarizare,candidat,,nu
GH-01627,Ce se întâmplă cu zilele de concediu neefectuate la încetarea contractului?,salarizare,candidat,,nu
GH-01628,Cum se calculează compensarea concediului neefectuat?,salarizare,candidat,,nu
GH-01629,Compensarea concediului neefectuat se taxează?,salarizare,candidat,,nu
GH-01630,Cum se declară compensarea concediului neefectuat în D112?,salarizare,candidat,,nu
GH-01631,Cum se înregistrează contabil indemnizația de concediu?,salarizare,candidat,,nu
GH-01632,Cum se calculează concediul medical în 2026?,salarizare,candidat,,nu
GH-01633,Cine plătește primele zile de concediu medical?,salarizare,candidat,,nu
GH-01634,Ce bază de calcul se folosește pentru concediul medical?,salarizare,candidat,,nu
GH-01635,Ce venituri intră în baza de calcul a concediului medical?,salarizare,candidat,,nu
GH-01636,Cum se calculează media zilnică pentru concediul medical?,salarizare,candidat,,nu
GH-01637,Cum se calculează concediul medical dacă angajatul nu are șase luni de stagiu?,salarizare,candidat,,nu
GH-01638,Ce stagiu de cotizare este necesar pentru concediul medical?,salarizare,candidat,,nu
GH-01639,Cum se calculează concediul medical pentru un angajat nou?,salarizare,candidat,,nu
GH-01640,Cum se calculează concediul medical care trece dintr-o lună în alta?,salarizare,candidat,,nu
GH-01641,Cum se declară un certificat medical primit după închiderea statului de salarii?,salarizare,candidat,,nu
GH-01642,Ce faci dacă salariatul aduce concediul medical după depunerea D112?,salarizare,candidat,,nu
GH-01643,Cum corectezi D112 pentru un concediu medical primit cu întârziere?,salarizare,candidat,,nu
GH-01644,Cum se înregistrează contabil concediile medicale?,altele,candidat,,nu
GH-01645,Cum se recuperează indemnizațiile de concediu medical de la casa de sănătate?,salarizare,candidat,,nu
GH-01646,Ce documente sunt necesare pentru recuperarea concediilor medicale?,altele,candidat,,nu
GH-01647,În cât timp se poate solicita recuperarea concediilor medicale?,altele,candidat,,nu
GH-01648,Cum se verifică soldul indemnizațiilor de recuperat pentru concedii medicale?,salarizare,candidat,,nu
GH-01649,Cum se contabilizează indemnizațiile de concediu medical suportate de angajator?,salarizare,candidat,,nu
GH-01650,Cum se contabilizează indemnizațiile de concediu medical suportate din FNUASS?,salarizare,candidat,,nu
GH-01651,Ce contribuții se datorează pentru concediul medical în 2026?,salarizare,candidat,,nu
